지점,지점명,일시,기온(°C),습도(%),증기압(hPa),이슬점온도(°C),일조(hr),적설(cm),지면상태(지면상태코드),지면온도(°C)
188,성산,2023-01-03 18:00,5.2,56,5,-2.8,0.2,,,3.4
188,성산,2023-01-03 19:00,5,60,5.2,-2.1,,,,3
188,성산,2023-01-03 20:00,4.9,59,5.1,-2.4,,,,2.3
188,성산,2023-01-03 21:00,4.6,62,5.3,-2,,,,2.2
188,성산,2023-01-03 22:00,4.6,60,5.1,-2.5,,,,1.7
188,성산,2023-01-03 23:00,4,65,5.3,-1.9,,,,1.5
188,성산,2023-01-04 0:00,3.7,65,5.2,-2.2,,,,1.5
188,성산,2023-01-04 1:00,3.5,72,5.7,-1,,,,1.2
188,성산,2023-01-04 2:00,3.7,67,5.4,-1.8,,,,1.2
188,성산,2023-01-04 3:00,3.5,72,5.7,-1,,,,1.2
188,성산,2023-01-04 4:00,3.3,71,5.5,-1.4,,,,1.1
188,성산,2023-01-04 5:00,2.9,74,5.6,-1.2,,,,1.1
188,성산,2023-01-04 6:00,2.6,72,5.3,-1.9,,,,0.7
188,성산,2023-01-04 7:00,2.3,74,5.4,-1.8,,,,0.5
188,성산,2023-01-04 8:00,2.5,73,5.4,-1.8,0,,,0.6
188,성산,2023-01-04 9:00,4.5,64,5.4,-1.7,0.8,,,1.9
188,성산,2023-01-04 10:00,5.9,58,5.4,-1.7,1,,,4.1
188,성산,2023-01-04 11:00,6.5,52,5,-2.6,1,,,7.5
188,성산,2023-01-04 12:00,7.3,52,5.3,-1.9,1,,,10.1
188,성산,2023-01-04 13:00,7.9,52,5.6,-1.3,1,,,11.1
188,성산,2023-01-04 14:00,7.9,49,5.2,-2.1,1,,,10.8
188,성산,2023-01-04 15:00,8.3,50,5.5,-1.5,1,,,8.7
188,성산,2023-01-04 16:00,7.6,51,5.3,-1.9,1,,,6.3
188,성산,2023-01-04 17:00,6.8,57,5.6,-1.1,1,,,4.8
188,성산,2023-01-04 18:00,5.2,62,5.5,-1.5,0.2,,,3.2
188,성산,2023-01-04 19:00,2.9,73,5.5,-1.4,,,,1.6
188,성산,2023-01-04 20:00,0.9,83,5.4,-1.6,,,,1
188,성산,2023-01-04 21:00,3,74,5.6,-1.1,,,,1.2
188,성산,2023-01-04 22:00,3.8,70,5.6,-1.1,,,,1.5
188,성산,2023-01-04 23:00,3,75,5.7,-1,,,,1.1
188,성산,2023-01-05 0:00,2.4,78,5.7,-1,,,,0.7
188,성산,2023-01-05 1:00,2.1,79,5.6,-1.1,,,,0.6
188,성산,2023-01-05 2:00,3.3,74,5.8,-0.8,,,,0.9
188,성산,2023-01-05 3:00,2.3,79,5.7,-0.9,,,,0.5
188,성산,2023-01-05 4:00,2.3,80,5.8,-0.8,,,,0.4
188,성산,2023-01-05 5:00,3,77,5.8,-0.6,,,,0.6
188,성산,2023-01-05 6:00,2.9,78,5.9,-0.5,,,,0.6
188,성산,2023-01-05 7:00,2.3,80,5.8,-0.8,,,,0.3
188,성산,2023-01-05 8:00,3.4,77,6,-0.2,0,,,0.8
188,성산,2023-01-05 9:00,5.5,68,6.1,0,0.6,,,2.7
188,성산,2023-01-05 10:00,9.2,58,6.7,1.3,1,,,6.1
188,성산,2023-01-05 11:00,11.3,54,7.2,2.3,1,,,10.5
188,성산,2023-01-05 12:00,11.3,52,6.9,1.7,0.8,,,11.6
188,성산,2023-01-05 13:00,12.2,49,6.9,1.7,0.7,,,14
188,성산,2023-01-05 14:00,12.5,49,7.1,2,0.5,,,12.1
188,성산,2023-01-05 15:00,11.8,55,7.6,3,0,,,10.8
188,성산,2023-01-05 16:00,11.6,48,6.5,0.9,0.4,,,9.3
188,성산,2023-01-05 17:00,10,57,7,1.8,0.9,,,7.2
188,성산,2023-01-05 18:00,8.3,63,6.9,1.6,0,,,5.6
188,성산,2023-01-05 19:00,7.7,67,7,1.9,,,,4.9
188,성산,2023-01-05 20:00,7,71,7.1,2,,,,4.2
188,성산,2023-01-05 21:00,5.5,77,6.9,1.7,,,,3.5
188,성산,2023-01-05 22:00,5.4,77,6.9,1.6,,,,3.2
188,성산,2023-01-05 23:00,4.7,78,6.6,1.1,,,,2.6
188,성산,2023-01-06 0:00,5,80,7,1.8,,,,2.7
188,성산,2023-01-06 1:00,5.2,80,7.1,2,,,,2.5
188,성산,2023-01-06 2:00,5.1,80,7,1.9,,,,2.6
188,성산,2023-01-06 3:00,4.3,81,6.7,1.3,,,,2.2
188,성산,2023-01-06 4:00,3.9,83,6.7,1.2,,,,2.1
188,성산,2023-01-06 5:00,4.6,82,6.9,1.7,,,,2.4
188,성산,2023-01-06 6:00,5.7,77,7,1.9,,,,3.2
188,성산,2023-01-06 7:00,5.4,79,7.1,2,,,,3.1
188,성산,2023-01-06 8:00,6.8,70,6.9,1.7,0,,,4
188,성산,2023-01-06 9:00,7.3,69,7,1.9,0,,,5.2
188,성산,2023-01-06 10:00,7.8,73,7.7,3.2,0,,,7
188,성산,2023-01-06 11:00,10.1,64,7.8,3.5,0,,,11
188,성산,2023-01-06 12:00,10.7,60,7.7,3.2,0.3,,,11
188,성산,2023-01-06 13:00,11.1,57,7.5,2.8,0,,,12.4
188,성산,2023-01-06 14:00,11.3,60,8,3.8,0.1,,,12.6
188,성산,2023-01-06 15:00,11.5,57,7.7,3.2,0.1,,,10.7
188,성산,2023-01-06 16:00,11.5,63,8.5,4.6,0,,,10.8
188,성산,2023-01-06 17:00,10.5,66,8.4,4.4,0,,,9
188,성산,2023-01-06 18:00,9.3,71,8.3,4.3,0,,,7.7
188,성산,2023-01-06 19:00,8.3,76,8.3,4.3,,,,7
188,성산,2023-01-06 20:00,7,79,7.8,3.5,,,,5.9
188,성산,2023-01-06 21:00,7.9,81,8.6,4.8,,,,6.5
188,성산,2023-01-06 22:00,6.1,84,7.8,3.5,,,,4.7
188,성산,2023-01-06 23:00,5.4,85,7.6,3,,,,4
188,성산,2023-01-07 0:00,8.8,77,8.7,4.9,,,,5.8
188,성산,2023-01-07 1:00,8.5,82,9,5.5,,,,6.2
188,성산,2023-01-07 2:00,7.6,60,6.2,0.3,,,,4.3
188,성산,2023-01-07 3:00,7.3,54,5.5,-1.4,,,,3.7
188,성산,2023-01-07 4:00,7.2,44,4.5,-4.2,,,,3.1
188,성산,2023-01-07 5:00,7,46,4.6,-3.8,,,,2.9
188,성산,2023-01-07 6:00,7.4,44,4.5,-4,,,,3.4
188,성산,2023-01-07 7:00,6.7,45,4.4,-4.4,,,,2.9
188,성산,2023-01-07 8:00,6.8,48,4.8,-3.4,0,,,3.3
188,성산,2023-01-07 9:00,7.3,48,4.9,-3,0.2,,,4.8
188,성산,2023-01-07 10:00,8.2,49,5.4,-1.8,0.6,,,7.3
188,성산,2023-01-07 11:00,9,46,5.3,-2,0.7,,,10.1
188,성산,2023-01-07 12:00,9.4,46,5.4,-1.6,1,,,11.8
188,성산,2023-01-07 13:00,9.5,46,5.5,-1.5,1,,,11.7
188,성산,2023-01-07 14:00,9.6,46,5.5,-1.4,1,,,11.4
188,성산,2023-01-07 15:00,9.8,46,5.6,-1.2,1,,,9.8
188,성산,2023-01-07 16:00,9.4,50,5.9,-0.5,1,,,7.6
188,성산,2023-01-07 17:00,8.5,53,5.9,-0.5,1,,,6.1
188,성산,2023-01-07 18:00,7,60,6,-0.2,0.1,,,4.5
188,성산,2023-01-07 19:00,5.9,63,5.8,-0.6,,,,3.6
188,성산,2023-01-07 20:00,4.7,70,6,-0.3,,,,2.8
188,성산,2023-01-07 21:00,2.1,81,5.8,-0.8,,,,1.8
188,성산,2023-01-07 22:00,1.3,85,5.7,-0.9,,,,1.3
188,성산,2023-01-07 23:00,3,80,6.1,-0.1,,,,1.5
188,성산,2023-01-08 0:00,3.4,77,6,-0.2,,,,1.4
188,성산,2023-01-08 1:00,1.2,84,5.6,-1.2,,,,0.7
188,성산,2023-01-08 2:00,0.1,90,5.6,-1.3,,,,0.5
188,성산,2023-01-08 3:00,0.2,92,5.7,-0.9,,,,0.3
188,성산,2023-01-08 4:00,3.1,82,6.2,0.3,,,,1
188,성산,2023-01-08 5:00,3.2,80,6.1,0,,,,1
188,성산,2023-01-08 6:00,3.2,80,6.1,0,,,,0.8
188,성산,2023-01-08 7:00,2.6,81,6,-0.3,,,,0.7
188,성산,2023-01-08 8:00,2.6,85,6.2,0.3,0,,,0.8
188,성산,2023-01-08 9:00,5.6,77,7,1.8,0.8,,,2.7
188,성산,2023-01-08 10:00,9.9,60,7.3,2.4,1,,,5.8
188,성산,2023-01-08 11:00,12.2,49,6.9,1.7,1,,,11.7
188,성산,2023-01-08 12:00,12.7,49,7.2,2.2,1,,,14.6
188,성산,2023-01-08 13:00,14.1,48,7.7,3.2,1,,,16.6
188,성산,2023-01-08 14:00,14.1,47,7.5,2.9,1,,,16
188,성산,2023-01-08 15:00,14.3,44,7.1,2.1,1,,,14
188,성산,2023-01-08 16:00,14.1,34,5.5,-1.5,1,,,10.3
188,성산,2023-01-08 17:00,13,51,7.6,3,1,,,8.6
188,성산,2023-01-08 18:00,9.7,65,7.8,3.4,0.1,,,6.4
188,성산,2023-01-08 19:00,7.5,71,7.3,2.5,,,,5.5
188,성산,2023-01-08 20:00,7.4,69,7.1,2,,,,4.8
188,성산,2023-01-08 21:00,6.4,72,6.9,1.7,,,,4.3
188,성산,2023-01-08 22:00,9,66,7.5,2.9,,,,4.7
188,성산,2023-01-08 23:00,7.3,73,7.4,2.7,,,,4.1
188,성산,2023-01-09 0:00,8.7,70,7.8,3.5,,,,4.3
188,성산,2023-01-09 1:00,8.8,70,7.9,3.6,,,,4.5
188,성산,2023-01-09 2:00,9.2,71,8.2,4.2,,,,4.6
188,성산,2023-01-09 3:00,8.2,76,8.2,4.2,,,,4.1
188,성산,2023-01-09 4:00,8.8,73,8.2,4.2,,,,4.3
188,성산,2023-01-09 5:00,8.4,74,8.1,4,,,,3.9
188,성산,2023-01-09 6:00,7.8,75,7.9,3.6,,,,3.4
188,성산,2023-01-09 7:00,8,71,7.6,3,,,,3.4
188,성산,2023-01-09 8:00,5.3,83,7.4,2.6,0,,,2.9
188,성산,2023-01-09 9:00,8.6,70,7.8,3.4,0.8,,,4.7
188,성산,2023-01-09 10:00,13.5,61,9.4,6.1,1,,,8.5
188,성산,2023-01-09 11:00,15.9,48,8.6,4.8,1,,,13.9
188,성산,2023-01-09 12:00,16.8,52,9.9,6.8,0.9,,,17.1
188,성산,2023-01-09 13:00,17.3,51,10,7,0.9,,,17.8
188,성산,2023-01-09 14:00,16.6,52,9.7,6.6,0.2,,,15
188,성산,2023-01-09 15:00,15.4,63,10.9,8.3,0.8,,,14.9
188,성산,2023-01-09 16:00,13.6,69,10.7,8,1,,,12.3
188,성산,2023-01-09 17:00,11.7,73,10,7,0.8,,,10.1
188,성산,2023-01-09 18:00,9.9,77,9.3,6,0,,,8.4
188,성산,2023-01-09 19:00,8.6,74,8.2,4.2,,,,7.1
188,성산,2023-01-09 20:00,7.9,77,8.2,4.1,,,,6.3
188,성산,2023-01-09 21:00,7,62,6.2,0.2,,,,5.3
188,성산,2023-01-09 22:00,6.5,59,5.7,-0.9,,,,4.5
188,성산,2023-01-09 23:00,6.4,52,5,-2.7,,,,3.9
188,성산,2023-01-10 0:00,6.1,56,5.3,-2,,,,3.6
188,성산,2023-01-10 1:00,6.2,53,5,-2.6,,,,3.4
188,성산,2023-01-10 2:00,5.9,60,5.6,-1.2,,,,3.1
188,성산,2023-01-10 3:00,5.4,67,6,-0.2,,,,3
188,성산,2023-01-10 4:00,4.8,68,5.8,-0.6,,,,2.7
188,성산,2023-01-10 5:00,4.5,68,5.7,-0.9,,,,2.5
188,성산,2023-01-10 6:00,3.7,71,5.7,-1,,,,1.9
188,성산,2023-01-10 7:00,4.1,73,6,-0.3,,,,2
188,성산,2023-01-10 8:00,4.3,75,6.2,0.2,0,,,2.3
188,성산,2023-01-10 9:00,6.7,75,7.3,2.5,0.4,,,5.1
188,성산,2023-01-10 10:00,11,61,8,3.7,0.6,,,8.9
188,성산,2023-01-10 11:00,11.9,55,7.6,3.1,0.7,,,11.2
188,성산,2023-01-10 12:00,12.6,55,8,3.7,0.6,,,12.9
188,성산,2023-01-10 13:00,14.2,48,7.7,3.3,0.4,,,17
188,성산,2023-01-10 14:00,12.9,63,9.3,6,0.3,,,14.5
188,성산,2023-01-10 15:00,14.3,46,7.5,2.8,0.7,,,14.5
188,성산,2023-01-10 16:00,14.2,50,8.1,3.9,0.8,,,13.5
188,성산,2023-01-10 17:00,12,71,9.9,6.8,0.1,,,10.8
188,성산,2023-01-10 18:00,11.3,69,9.2,5.8,0,,,9
188,성산,2023-01-10 19:00,10.4,73,9.2,5.7,,,,8.6
188,성산,2023-01-10 20:00,10.1,76,9.3,6,,,,8.3
188,성산,2023-01-10 21:00,9.4,70,8.2,4.1,,,,7
188,성산,2023-01-10 22:00,7.5,79,8.1,4,,,,5.9
188,성산,2023-01-10 23:00,8.1,77,8.3,4.3,,,,6.7
188,성산,2023-01-11 0:00,8,77,8.2,4.2,,,,6.6
188,성산,2023-01-11 1:00,7.6,77,8,3.8,,,,5.5
188,성산,2023-01-11 2:00,5.5,82,7.4,2.6,,,,4.5
188,성산,2023-01-11 3:00,5.2,83,7.3,2.5,,,,4.1
188,성산,2023-01-11 4:00,5.6,80,7.3,2.4,,,,4
188,성산,2023-01-11 5:00,5.7,79,7.2,2.3,,,,3.8
188,성산,2023-01-11 6:00,5.8,79,7.3,2.4,,,,3.7
188,성산,2023-01-11 7:00,5.3,82,7.3,2.4,,,,3.8
188,성산,2023-01-11 8:00,5.9,82,7.6,3,0,,,3.9
188,성산,2023-01-11 9:00,8.7,76,8.5,4.6,0.8,,,5.7
188,성산,2023-01-11 10:00,13.3,62,9.4,6.1,1,,,9
188,성산,2023-01-11 11:00,15.5,55,9.6,6.4,1,,,14.5
188,성산,2023-01-11 12:00,14.8,52,8.7,5,1,,,17.3
188,성산,2023-01-11 13:00,15.3,52,9,5.4,1,,,18.4
188,성산,2023-01-11 14:00,15,53,9,5.4,1,,,17.6
188,성산,2023-01-11 15:00,14.7,54,9,5.4,1,,,15.5
188,성산,2023-01-11 16:00,14.3,53,8.6,4.8,1,,,12.2
188,성산,2023-01-11 17:00,13.5,55,8.5,4.6,1,,,10.2
188,성산,2023-01-11 18:00,11.1,65,8.5,4.7,0.3,,,8
188,성산,2023-01-11 19:00,8.2,78,8.4,4.5,,,,7
188,성산,2023-01-11 20:00,6.8,82,8.1,3.9,,,,6.2
188,성산,2023-01-11 21:00,5.7,85,7.7,3.3,,,,5.5
188,성산,2023-01-11 22:00,5.1,86,7.5,2.9,,,,4.9
188,성산,2023-01-11 23:00,5.7,84,7.7,3.2,,,,4.8
188,성산,2023-01-12 0:00,6.7,81,7.9,3.6,,,,5
188,성산,2023-01-12 1:00,7.3,81,8.2,4.2,,,,5.6
188,성산,2023-01-12 2:00,6.6,85,8.2,4.2,,,,4.9
188,성산,2023-01-12 3:00,7.3,86,8.8,5.1,,,,4.9
188,성산,2023-01-12 4:00,7.4,89,9.1,5.6,,,,5.1
188,성산,2023-01-12 5:00,8.5,91,10.1,7.1,,,,5.7
188,성산,2023-01-12 6:00,8.4,91,10,7,,,,5.6
188,성산,2023-01-12 7:00,8.4,93,10.2,7.3,,,,5.5
188,성산,2023-01-12 8:00,7.6,95,9.9,6.8,0,,,5.6
188,성산,2023-01-12 9:00,11.9,96,13.3,11.2,0.5,,,10.3
188,성산,2023-01-12 10:00,15.3,83,14.4,12.4,0.5,,,12
188,성산,2023-01-12 11:00,15.7,83,14.8,12.8,0,,,13.1
188,성산,2023-01-12 12:00,15.9,83,15,13,0,,,13.6
188,성산,2023-01-12 13:00,15.6,87,15.4,13.4,0,,,13.3
188,성산,2023-01-12 14:00,15.4,92,16.1,14.1,0,,,13.6
188,성산,2023-01-12 15:00,15.9,94,16.9,14.9,0,,,14.2
188,성산,2023-01-12 16:00,15.4,89,15.5,13.5,0,,,14.2
188,성산,2023-01-12 17:00,15.6,92,16.2,14.2,0,,,13.7
188,성산,2023-01-12 18:00,15.4,94,16.4,14.4,0,,,13.3
188,성산,2023-01-12 19:00,15.1,93,15.9,13.9,,,,13
188,성산,2023-01-12 20:00,16.3,87,16.1,14.1,,,,13.2
188,성산,2023-01-12 21:00,16.4,89,16.5,14.5,,,,13.7
188,성산,2023-01-12 22:00,16.4,94,17.5,15.4,,,,14
188,성산,2023-01-12 23:00,16.3,93,17.2,15.1,,,,14.2
188,성산,2023-01-13 0:00,16.5,87,16.3,14.3,,,,14.1
188,성산,2023-01-13 1:00,16.7,88,16.6,14.6,,,,14.2
188,성산,2023-01-13 2:00,16.9,92,17.6,15.5,,,,14.6
188,성산,2023-01-13 3:00,17.1,93,18.1,15.9,,,,15
188,성산,2023-01-13 4:00,17,95,18.3,16.1,,,,15.4
188,성산,2023-01-13 5:00,17.1,96,18.6,16.4,,,,15.5
188,성산,2023-01-13 6:00,17.5,97,19.4,17,,,,16
188,성산,2023-01-13 7:00,17.7,97,19.6,17.2,,,,16.1
188,성산,2023-01-13 8:00,17.7,96,19.4,17,0,,,16.3
188,성산,2023-01-13 9:00,17.6,97,19.5,17.1,0,,,16.5
188,성산,2023-01-13 10:00,17.8,97,19.7,17.3,0,,,16.8
188,성산,2023-01-13 11:00,18.1,97,20.1,17.6,0,,,18
188,성산,2023-01-13 12:00,17.8,95,19.2,16.9,0,,,17.9
188,성산,2023-01-13 13:00,18.3,91,19,16.7,0,,,19.2
188,성산,2023-01-13 14:00,17.5,91,18.2,16,0,,,17.4
188,성산,2023-01-13 15:00,17.6,94,18.9,16.6,0,,,19.3
188,성산,2023-01-13 16:00,17.4,94,18.6,16.4,0,,,17.8
188,성산,2023-01-13 17:00,16.8,93,17.7,15.6,0,,,16.6
188,성산,2023-01-13 18:00,16.2,94,17.3,15.2,0,,,16
188,성산,2023-01-13 19:00,15.3,95,16.4,14.4,,,,15.4
188,성산,2023-01-13 20:00,15.1,95,16.2,14.2,,,,15.1
188,성산,2023-01-13 21:00,14.9,94,15.9,13.9,,,,14.8
188,성산,2023-01-13 22:00,14.7,94,15.7,13.7,,,,14.6
188,성산,2023-01-13 23:00,14.6,94,15.6,13.6,,,,14.4
188,성산,2023-01-14 0:00,14.5,96,15.8,13.8,,,,14.3
188,성산,2023-01-14 1:00,14.4,96,15.7,13.7,,,,14.1
188,성산,2023-01-14 2:00,14.1,96,15.4,13.4,,,,14.1
188,성산,2023-01-14 3:00,13.7,95,14.9,12.9,,,,13.6
188,성산,2023-01-14 4:00,12.8,95,14,12,,,,13.1
188,성산,2023-01-14 5:00,12.5,95,13.7,11.7,,,,12.7
188,성산,2023-01-14 6:00,12.6,93,13.5,11.4,,,,12.4
188,성산,2023-01-14 7:00,12.3,92,13.1,11,,,,12.1
188,성산,2023-01-14 8:00,11.6,93,12.7,10.5,0,,,11.6
188,성산,2023-01-14 9:00,11.3,93,12.4,10.2,0,,,12
188,성산,2023-01-14 10:00,10.9,92,11.9,9.6,0,,,12
188,성산,2023-01-14 11:00,11.6,88,11.9,9.6,0.4,,,14.1
188,성산,2023-01-14 12:00,12,82,11.5,9,0.9,,,16.6
188,성산,2023-01-14 13:00,11.4,83,11.2,8.6,0.8,,,14.2
188,성산,2023-01-14 14:00,11.7,83,11.4,8.9,0.3,,,15.3
188,성산,2023-01-14 15:00,11.6,83,11.3,8.8,0.8,,,14.8
188,성산,2023-01-14 16:00,11.3,85,11.3,8.8,0.2,,,13.4
188,성산,2023-01-14 17:00,10.7,87,11.2,8.6,0,,,12
188,성산,2023-01-14 18:00,10.6,89,11.3,8.8,0,,,11.2
188,성산,2023-01-14 19:00,10.7,90,11.6,9.1,,,,11.1
188,성산,2023-01-14 20:00,10.5,89,11.2,8.7,,,,10.8
188,성산,2023-01-14 21:00,10,92,11.2,8.7,,,,10.4
188,성산,2023-01-14 22:00,9.6,92,10.9,8.3,,,,10.1
188,성산,2023-01-14 23:00,9.4,93,10.9,8.3,,,,10
188,성산,2023-01-15 0:00,9.2,93,10.8,8.1,,,,9.8
188,성산,2023-01-15 1:00,9,92,10.5,7.7,,,,9.5
188,성산,2023-01-15 2:00,8.6,91,10.2,7.2,,,,9.1
188,성산,2023-01-15 3:00,8.1,91,9.8,6.7,,,,8.8
188,성산,2023-01-15 4:00,8,91,9.7,6.6,,,,8.6
188,성산,2023-01-15 5:00,7.4,90,9.2,5.8,,,,8.1
188,성산,2023-01-15 6:00,7,88,8.8,5.1,,,,7.6
188,성산,2023-01-15 7:00,6.8,87,8.5,4.7,,,,7.4
188,성산,2023-01-15 8:00,6,88,8.2,4.1,0,,,6.8
188,성산,2023-01-15 9:00,5.7,84,7.7,3.2,0,,,6.4
188,성산,2023-01-15 10:00,5.8,81,7.4,2.7,0,,,7.5
188,성산,2023-01-15 11:00,5.7,78,7.1,2.1,0,,,7.9
188,성산,2023-01-15 12:00,5.2,78,6.9,1.6,0,,,7
188,성산,2023-01-15 13:00,5.2,74,6.5,0.9,0,,,7.2
188,성산,2023-01-15 14:00,5.1,72,6.3,0.4,0,,,7.4
188,성산,2023-01-15 15:00,5,71,6.2,0.1,0,,,7
188,성산,2023-01-15 16:00,4.8,70,6,-0.2,0,,,6.4
188,성산,2023-01-15 17:00,4.4,71,5.9,-0.4,0,,,5.2
188,성산,2023-01-15 18:00,4,70,5.7,-0.9,0,,,4.6
188,성산,2023-01-15 19:00,3.9,71,5.8,-0.8,,,,4.2
188,성산,2023-01-15 20:00,3.7,70,5.6,-1.2,,,,3.8
188,성산,2023-01-15 21:00,3.5,69,5.4,-1.6,,,,3.6
188,성산,2023-01-15 22:00,3.5,68,5.4,-1.8,,,,3.3
188,성산,2023-01-15 23:00,3.2,68,5.2,-2.1,,,,3
188,성산,2023-01-16 0:00,3.1,67,5.1,-2.4,,,,2.7
188,성산,2023-01-16 1:00,3,66,5,-2.7,,,,2.8
188,성산,2023-01-16 2:00,2.9,68,5.1,-2.4,,,,2.6
188,성산,2023-01-16 3:00,2.8,69,5.2,-2.3,,,,2.4
188,성산,2023-01-16 4:00,2.7,67,5,-2.8,,,,2.2
188,성산,2023-01-16 5:00,2.5,65,4.8,-3.4,,,,1.5
188,성산,2023-01-16 6:00,2.6,64,4.7,-3.5,,,,1.6
188,성산,2023-01-16 7:00,2.7,61,4.5,-4,,,,1.7
188,성산,2023-01-16 8:00,2.8,62,4.6,-3.7,0,,,2.1
188,성산,2023-01-16 9:00,3.1,65,5,-2.8,0.3,,,3.6
188,성산,2023-01-16 10:00,3.7,59,4.7,-3.5,0.5,,,5.1
188,성산,2023-01-16 11:00,3.8,58,4.6,-3.7,1,,,6.1
188,성산,2023-01-16 12:00,4.3,57,4.8,-3.4,1,,,8.9
188,성산,2023-01-16 13:00,3.8,58,4.6,-3.7,0.7,,,10.4
188,성산,2023-01-16 14:00,3.3,58,4.5,-4.1,0.5,,,7.7
188,성산,2023-01-16 15:00,3.2,61,4.7,-3.6,0.2,,,6.6
188,성산,2023-01-16 16:00,3.4,60,4.7,-3.6,0.2,,,5.8
188,성산,2023-01-16 17:00,2.9,61,4.6,-3.8,0.6,,,3.2
188,성산,2023-01-16 18:00,2,64,4.5,-4.1,0.4,,,1.7
188,성산,2023-01-16 19:00,1.9,66,4.6,-3.7,,,,1.6
188,성산,2023-01-16 20:00,1.8,64,4.5,-4.2,,,,0.9
188,성산,2023-01-16 21:00,1.7,69,4.8,-3.3,,,,0.6
188,성산,2023-01-16 22:00,1.2,72,4.8,-3.2,,,,0.3
188,성산,2023-01-16 23:00,0.8,75,4.9,-3.1,,,,0
188,성산,2023-01-17 0:00,0.9,75,4.9,-3,,,,-0.1
188,성산,2023-01-17 1:00,1.9,67,4.7,-3.5,,,,0.3
188,성산,2023-01-17 2:00,2.3,67,4.8,-3.2,,,,1
188,성산,2023-01-17 3:00,2.4,69,5,-2.7,,,,1.2
188,성산,2023-01-17 4:00,2.4,67,4.9,-3.1,,,,1.1
188,성산,2023-01-17 5:00,2.2,69,4.9,-2.9,,,,1.2
188,성산,2023-01-17 6:00,2.1,70,5,-2.8,,,,1.4
188,성산,2023-01-17 7:00,2.2,72,5.2,-2.3,,,,1.5
188,성산,2023-01-17 8:00,2.6,71,5.2,-2.1,0,,,2
188,성산,2023-01-17 9:00,3,72,5.5,-1.5,0,,,2.8
188,성산,2023-01-17 10:00,3.3,71,5.5,-1.4,0,,,4.2
188,성산,2023-01-17 11:00,4.3,68,5.7,-1,0.1,,,6.9
188,성산,2023-01-17 12:00,4,68,5.6,-1.3,0.4,,,7
188,성산,2023-01-17 13:00,4.7,65,5.6,-1.3,0.1,,,8.6
188,성산,2023-01-17 14:00,4.8,67,5.8,-0.8,0.3,,,8.8
188,성산,2023-01-17 15:00,4.4,66,5.5,-1.4,0.8,,,6
188,성산,2023-01-17 16:00,5.8,60,5.6,-1.3,0.8,,,6.8
188,성산,2023-01-17 17:00,4.5,60,5,-2.6,0.7,,,4.4
188,성산,2023-01-17 18:00,4,63,5.1,-2.4,0,,,3.1
188,성산,2023-01-17 19:00,3.6,61,4.8,-3.2,,,,1.9
188,성산,2023-01-17 20:00,3.6,61,4.8,-3.2,,,,2.4
188,성산,2023-01-17 21:00,3.2,60,4.6,-3.8,,,,1.6
188,성산,2023-01-17 22:00,3.2,63,4.9,-3.1,,,,2.5
188,성산,2023-01-17 23:00,3.5,63,5,-2.8,,,,2.6
188,성산,2023-01-18 0:00,3.6,59,4.7,-3.6,,,,2.7
188,성산,2023-01-18 1:00,3.7,57,4.5,-4,,,,2.5
188,성산,2023-01-18 2:00,3.1,60,4.6,-3.9,,,,1.3
188,성산,2023-01-18 3:00,3.4,62,4.8,-3.2,,,,2.3
188,성산,2023-01-18 4:00,3.8,61,4.9,-3,,,,2.2
188,성산,2023-01-18 5:00,3.7,66,5.3,-2,,,,2.4
188,성산,2023-01-18 6:00,3.6,66,5.2,-2.1,,,,2.4
188,성산,2023-01-18 7:00,3.4,71,5.6,-1.3,,,,2.6
188,성산,2023-01-18 8:00,3,74,5.6,-1.1,0,,,2.8
188,성산,2023-01-18 9:00,3.3,72,5.6,-1.2,0,,,3.6
188,성산,2023-01-18 10:00,4.4,65,5.4,-1.6,0,,,4.9
188,성산,2023-01-18 11:00,6.6,52,5.1,-2.5,0.5,,,9.7
188,성산,2023-01-18 12:00,6.7,49,4.8,-3.2,0.6,,,9.1
188,성산,2023-01-18 13:00,6,51,4.8,-3.3,0.1,,,8.1
188,성산,2023-01-18 14:00,7.3,50,5.1,-2.4,0.8,,,10.5
188,성산,2023-01-18 15:00,7.1,53,5.4,-1.8,0.2,,,8.3
188,성산,2023-01-18 16:00,6.3,57,5.4,-1.6,0,,,7
188,성산,2023-01-18 17:00,5.2,68,6,-0.2,0,,,5.1
188,성산,2023-01-18 18:00,4.3,77,6.4,0.6,0,,,4.6
188,성산,2023-01-18 19:00,4.1,77,6.3,0.4,,,,4.4
188,성산,2023-01-18 20:00,3.9,78,6.3,0.4,,,,4.4
188,성산,2023-01-18 21:00,4.2,72,5.9,-0.4,,,,4.2
188,성산,2023-01-18 22:00,4.2,70,5.8,-0.7,,,,4.1
188,성산,2023-01-18 23:00,4.3,66,5.5,-1.5,,,,4
188,성산,2023-01-19 0:00,3.6,70,5.6,-1.3,,,,2.7
188,성산,2023-01-19 1:00,3.5,66,5.2,-2.2,,,,2.8
188,성산,2023-01-19 2:00,4.4,63,5.3,-2,,,,3.3
188,성산,2023-01-19 3:00,4.4,69,5.8,-0.8,,,,3.5
188,성산,2023-01-19 4:00,4.1,73,6,-0.3,,,,3.5
188,성산,2023-01-19 5:00,3.9,74,6,-0.3,,,,3.6
188,성산,2023-01-19 6:00,3.7,79,6.2,0.3,,,,3.5
